term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0009196,"pyrimidine deoxyribonucleoside diphosphate metabolic process",0.009%,null,null,0.954,-1.5735,0.781,0.987,6213,1
GO:0006227,"dUDP biosynthetic process",0.005%,null,null,0.699,-1.5735,0.692,0.899,6213,1
GO:0006225,"UDP biosynthetic process",0.002%,null,null,0.477,-1.5735,0.719,0.899,6213,1
GO:0009197,"pyrimidine deoxyribonucleoside diphosphate biosynthetic process",0.009%,null,null,0.954,-1.5735,0.751,0.964,6213,1
GO:0006221,"pyrimidine nucleotide biosynthetic process",0.112%,null,null,1.996,-2.6038,0.689,0.966,6213,1
GO:0009221,"pyrimidine deoxyribonucleotide biosynthetic process",0.019%,null,null,1.255,-2.6799,0.692,0.796,6213,1
GO:0046131,"pyrimidine ribonucleoside metabolic process",0.108%,null,null,1.982,-1.6486,0.730,0.960,6213,1
GO:0046132,"pyrimidine ribonucleoside biosynthetic process",0.085%,null,null,1.881,-1.9427,0.705,0.947,6213,1
GO:0009218,"pyrimidine ribonucleotide metabolic process",0.089%,null,null,1.898,-1.8145,0.724,0.885,6213,1
GO:0009219,"pyrimidine deoxyribonucleotide metabolic process",0.043%,null,null,1.591,-1.5567,0.709,0.965,6213,1
GO:0009220,"pyrimidine ribonucleotide biosynthetic process",0.087%,null,null,1.886,-1.8765,0.691,0.948,6213,1
GO:0009263,"deoxyribonucleotide biosynthetic process",0.033%,null,null,1.477,-1.8649,0.738,0.834,6213,1
GO:0009265,"2'-deoxyribonucleotide biosynthetic process",0.024%,null,null,1.342,-2.1720,0.734,0.987,6213,1
GO:0046070,"dGTP metabolic process",0.008%,null,null,0.903,-1.5735,0.776,0.810,6213,1
GO:0046077,"dUDP metabolic process",0.005%,null,null,0.699,-1.5735,0.714,0.931,6213,1
GO:0046080,"dUTP metabolic process",0.017%,null,null,1.204,-1.5735,0.721,0.899,6213,1
GO:0046704,"CDP metabolic process",0.002%,null,null,0.477,-1.5735,0.742,0.962,6213,1
GO:0046705,"CDP biosynthetic process",0.002%,null,null,0.477,-1.5735,0.719,1.000,6213,1
GO:0046134,"pyrimidine nucleoside biosynthetic process",0.096%,null,null,1.929,-3.3468,0.704,0.890,6213,1
GO:0009394,"2'-deoxyribonucleotide metabolic process",0.068%,null,null,1.785,-1.7009,0.755,0.928,6213,1
GO:0072528,"pyrimidine-containing compound biosynthetic process",0.130%,null,null,2.061,-3.0362,0.760,0.911,6213,1
GO:0051983,"regulation of chromosome segregation",0.148%, 0.102, 0.985,2.117,-2.1707,0.839,0.088,51983,0
GO:0008608,"attachment of spindle microtubules to kinetochore",0.056%,null,null,1.699,-1.7476,0.720,0.772,51983,1
GO:0002842,"positive regulation of T cell mediated immune response to tumor cell",0.001%, 0.992,-1.103,0.301,-1.5735,0.930,0.093,2842,0
GO:0002424,"T cell mediated immune response to tumor cell",0.001%,null,null,0.301,-1.5735,0.959,0.782,2842,1
GO:0002840,"regulation of T cell mediated immune response to tumor cell",0.001%,null,null,0.301,-1.5735,0.931,1.000,2842,1
GO:0000280,"nuclear division",1.116%, 2.623, 7.491,2.991,-3.1612,0.748,0.111,280,0
GO:0051302,"regulation of cell division",0.595%,null,null,2.719,-2.7670,0.807,0.832,280,1
GO:0051784,"negative regulation of nuclear division",0.112%,null,null,1.996,-2.5482,0.712,0.778,280,1
GO:0051783,"regulation of nuclear division",0.406%,null,null,2.553,-2.5969,0.716,0.878,280,1
GO:0000910,"cytokinesis",0.277%,null,null,2.387,-2.5058,0.779,0.770,280,1
GO:0007088,"regulation of mitosis",0.231%,null,null,2.310,-2.3595,0.652,0.880,280,1
GO:0007067,"mitotic nuclear division",0.693%,null,null,2.785,-3.0605,0.675,0.928,280,1
GO:0051301,"cell division",1.708%,-0.909,-0.920,3.176,-3.3468,0.901,0.118,51301,0
GO:0000278,"mitotic cell cycle",1.725%,-0.399,-1.646,3.180,-2.9666,0.783,0.118,278,0
GO:0051726,"regulation of cell cycle",1.952%,null,null,3.234,-1.9642,0.749,0.836,278,1
GO:0045839,"negative regulation of mitosis",0.081%,null,null,1.857,-1.9562,0.653,0.855,278,1
GO:0045841,"negative regulation of mitotic metaphase/anaphase transition",0.066%,null,null,1.771,-2.3307,0.642,0.998,278,1
GO:0044772,"mitotic cell cycle phase transition",0.830%,null,null,2.863,-3.1805,0.761,0.717,278,1
GO:0044770,"cell cycle phase transition",0.847%,null,null,2.872,-3.1427,0.783,0.745,278,1
GO:0044784,"metaphase/anaphase transition of cell cycle",0.104%,null,null,1.964,-2.8356,0.652,0.998,278,1
GO:0007346,"regulation of mitotic cell cycle",0.775%,null,null,2.833,-1.5485,0.747,0.827,278,1
GO:0060564,"negative regulation of mitotic anaphase-promoting complex activity",0.005%,null,null,0.699,-1.5735,0.583,0.824,278,1
GO:1902099,"regulation of metaphase/anaphase transition of cell cycle",0.089%,null,null,1.898,-2.8996,0.653,0.976,278,1
GO:1902100,"negative regulation of metaphase/anaphase transition of cell cycle",0.067%,null,null,1.778,-2.3307,0.650,0.979,278,1
GO:0010564,"regulation of cell cycle process",1.104%,null,null,2.987,-2.2692,0.741,0.768,278,1
GO:0030071,"regulation of mitotic metaphase/anaphase transition",0.088%,null,null,1.892,-2.8996,0.653,0.800,278,1
GO:1901987,"regulation of cell cycle phase transition",0.520%,null,null,2.660,-2.0195,0.740,0.941,278,1
GO:1901988,"negative regulation of cell cycle phase transition",0.386%,null,null,2.531,-2.4401,0.721,0.925,278,1
GO:1901990,"regulation of mitotic cell cycle phase transition",0.505%,null,null,2.647,-2.0535,0.733,0.965,278,1
GO:1901991,"negative regulation of mitotic cell cycle phase transition",0.377%,null,null,2.521,-2.4622,0.717,0.977,278,1
GO:0010948,"negative regulation of cell cycle process",0.536%,null,null,2.673,-2.1778,0.725,0.793,278,1
GO:0007093,"mitotic cell cycle checkpoint",0.317%,null,null,2.446,-2.2984,0.717,0.897,278,1
GO:0007094,"mitotic spindle assembly checkpoint",0.065%,null,null,1.763,-2.3307,0.638,0.976,278,1
GO:0007091,"metaphase/anaphase transition of mitotic cell cycle",0.103%,null,null,1.959,-2.8356,0.652,0.987,278,1
GO:0022402,"cell cycle process",2.580%,null,null,3.355,-2.8210,0.775,0.823,278,1
GO:0002589,"regulation of antigen processing and presentation of peptide antigen via MHC class I",0.005%, 0.578,-0.970,0.699,-1.5735,0.951,0.132,2589,0
GO:0002591,"positive regulation of antigen processing and presentation of peptide antigen via MHC class I",0.003%,null,null,0.602,-1.5735,0.950,0.917,2589,1
GO:0090101,"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.206%, 1.730, 1.946,2.260,-1.9678,0.814,0.139,90101,0
GO:0090092,"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.472%,null,null,2.618,-1.5387,0.840,0.831,90101,1
GO:0030514,"negative regulation of BMP signaling pathway",0.072%,null,null,1.806,-1.7560,0.730,0.794,90101,1
GO:0046209,"nitric oxide metabolic process",0.147%,-3.411,-1.154,2.114,-2.0195,0.916,0.148,46209,0
GO:0006112,"energy reserve metabolic process",0.325%,-4.268,-1.974,2.456,-2.4191,0.857,0.158,6112,0
GO:0002368,"B cell cytokine production",0.002%, 3.557,-4.287,0.477,-1.5735,0.938,0.158,2368,0
GO:0006310,"DNA recombination",0.532%,-6.346, 1.283,2.670,-1.7716,0.839,0.181,6310,0
GO:0031648,"protein destabilization",0.034%,-0.600, 2.120,1.491,-2.0894,0.844,0.185,31648,0
GO:0021998,"neural plate mediolateral regionalization",0.001%, 3.887,-4.720,0.301,-1.5735,0.942,0.193,21998,0
GO:0035303,"regulation of dephosphorylation",0.210%,-4.002, 0.659,2.267,-1.5014,0.803,0.209,35303,0
GO:0006043,"glucosamine catabolic process",0.001%,-2.255,-0.746,0.301,-1.5735,0.900,0.223,6043,0
GO:0061017,"hepatoblast differentiation",0.005%, 4.833,-5.585,0.699,-1.5735,0.880,0.225,61017,0
GO:0018904,"ether metabolic process",0.043%,-5.579,-2.789,1.591,-2.0894,0.869,0.241,18904,0
GO:0048840,"otolith development",0.013%, 4.124,-4.916,1.079,-1.5735,0.931,0.254,48840,0
GO:0006465,"signal peptide processing",0.030%,-4.678, 1.664,1.431,-3.2147,0.826,0.255,6465,0
GO:0097338,"response to clozapine",0.001%, 0.456,-0.834,0.301,-1.5735,0.979,0.255,97338,0
GO:0006596,"polyamine biosynthetic process",0.034%,-5.422,-1.239,1.491,-1.6461,0.830,0.258,6596,0
GO:0009309,"amine biosynthetic process",0.043%,null,null,1.591,-1.5567,0.829,0.710,6596,1
GO:0042401,"cellular biogenic amine biosynthetic process",0.042%,null,null,1.580,-1.6461,0.828,0.983,6596,1
GO:0070836,"caveola assembly",0.013%, 2.619, 6.973,1.079,-2.6799,0.876,0.272,70836,0
GO:0001765,"membrane raft assembly",0.016%,null,null,1.176,-2.1720,0.874,0.908,70836,1
GO:1990029,"vasomotion",0.001%, 4.689,-3.907,0.301,-1.5735,0.889,0.289,1990029,0
GO:0070647,"protein modification by small protein conjugation or removal",1.542%,-3.801, 3.719,3.132,-3.0132,0.828,0.289,70647,0
GO:0019692,"deoxyribose phosphate metabolic process",0.071%,-4.327,-1.378,1.799,-1.5991,0.850,0.290,19692,0
GO:0009130,"pyrimidine nucleoside monophosphate biosynthetic process",0.032%,-7.423,-1.265,1.462,-2.7077,0.754,0.291,9130,0
GO:0046049,"UMP metabolic process",0.026%,null,null,1.380,-1.6461,0.718,1.000,9130,1
GO:0009174,"pyrimidine ribonucleoside monophosphate biosynthetic process",0.026%,null,null,1.380,-1.6461,0.756,1.000,9130,1
GO:0009173,"pyrimidine ribonucleoside monophosphate metabolic process",0.026%,null,null,1.380,-1.6461,0.789,0.983,9130,1
GO:0006222,"UMP biosynthetic process",0.026%,null,null,1.380,-1.6461,0.694,0.983,9130,1
GO:0006833,"water transport",0.117%, 3.565, 0.034,2.017,-1.7009,0.922,0.292,6833,0
GO:0042026,"protein refolding",0.038%,-2.832, 3.595,1.531,-1.3407,0.874,0.295,42026,0
GO:0042044,"fluid transport",0.132%, 3.559,-0.022,2.068,-1.5519,0.921,0.295,42044,0
GO:0072527,"pyrimidine-containing compound metabolic process",0.235%,-4.549,-1.480,2.316,-2.6478,0.853,0.297,72527,0
GO:0009200,"deoxyribonucleoside triphosphate metabolic process",0.047%,-6.708,-1.566,1.623,-1.4056,0.811,0.298,9200,0
GO:0016476,"regulation of embryonic cell shape",0.002%, 6.205, 1.435,0.477,-1.5735,0.770,0.299,16476,0
GO:1900225,"regulation of NLRP3 inflammasome complex assembly",0.005%, 2.899, 7.480,0.699,-1.5735,0.841,0.310,1900225,0
GO:0009262,"deoxyribonucleotide metabolic process",0.099%,-6.758,-1.464,1.944,-1.5071,0.801,0.315,9262,0
GO:1902033,"regulation of hematopoietic stem cell proliferation",0.006%, 4.372,-4.643,0.778,-1.5735,0.859,0.317,1902033,0
GO:0006397,"mRNA processing",0.818%,-5.388, 0.930,2.857,-1.3203,0.835,0.317,6397,0
GO:2000270,"negative regulation of fibroblast apoptotic process",0.019%, 2.590, 2.944,1.255,-1.8649,0.853,0.318,2000270,0
GO:2000269,"regulation of fibroblast apoptotic process",0.028%,null,null,1.415,-1.4773,0.881,0.959,2000270,1
GO:0016482,"cytoplasmic transport",1.537%, 2.654, 0.220,3.130,-2.1290,0.895,0.327,16482,0
GO:1902582,"single-organism intracellular transport",2.514%,null,null,3.344,-1.7326,0.869,0.820,16482,1
GO:0046907,"intracellular transport",3.541%,null,null,3.493,-1.4490,0.889,0.735,16482,1
GO:0009162,"deoxyribonucleoside monophosphate metabolic process",0.028%,-6.882,-1.731,1.415,-2.0035,0.813,0.334,9162,0
GO:0008611,"ether lipid biosynthetic process",0.010%,-6.575,-2.184,1.000,-2.3862,0.797,0.336,8611,0
GO:0006662,"glycerol ether metabolic process",0.042%,null,null,1.580,-2.0894,0.850,0.913,8611,1
GO:0046485,"ether lipid metabolic process",0.016%,null,null,1.176,-2.0035,0.823,0.938,8611,1
GO:0046504,"glycerol ether biosynthetic process",0.010%,null,null,1.000,-2.3862,0.805,1.000,8611,1
GO:1901503,"ether biosynthetic process",0.010%,null,null,1.000,-2.3862,0.829,0.843,8611,1
GO:0009129,"pyrimidine nucleoside monophosphate metabolic process",0.033%,-7.039,-1.766,1.477,-2.5768,0.811,0.337,9129,0
GO:1901224,"positive regulation of NIK/NF-kappaB signaling",0.009%, 0.166, 0.465,0.954,-1.5735,0.877,0.344,1901224,0
GO:0030163,"protein catabolic process",1.538%,-3.510, 2.494,3.131,-2.8539,0.836,0.352,30163,0
GO:0044257,"cellular protein catabolic process",1.212%,null,null,3.027,-2.1062,0.802,0.919,30163,1
GO:0043161,"proteasome-mediated ubiquitin-dependent protein catabolic process",0.459%,null,null,2.606,-2.2541,0.813,0.903,30163,1
GO:0019941,"modification-dependent protein catabolic process",1.077%,null,null,2.976,-2.4660,0.802,0.851,30163,1
GO:0043632,"modification-dependent macromolecule catabolic process",1.081%,null,null,2.978,-2.4112,0.827,0.874,30163,1
GO:0010498,"proteasomal protein catabolic process",0.487%,null,null,2.631,-2.4547,0.814,0.890,30163,1
GO:0051603,"proteolysis involved in cellular protein catabolic process",1.180%,null,null,3.016,-2.2541,0.801,0.972,30163,1
GO:0006511,"ubiquitin-dependent protein catabolic process",1.057%,null,null,2.968,-2.1904,0.802,0.986,30163,1
GO:0048853,"forebrain morphogenesis",0.042%, 4.375,-5.006,1.580,-1.6461,0.920,0.358,48853,0
GO:1901385,"regulation of voltage-gated calcium channel activity",0.081%, 1.722, 1.379,1.857,-1.4056,0.801,0.359,1901385,0
GO:0071824,"protein-DNA complex subunit organization",0.357%, 2.780, 7.625,2.497,-2.4486,0.862,0.361,71824,0
GO:1902083,"negative regulation of peptidyl-cysteine S-nitrosylation",0.063%,-1.484, 4.575,1.748,-2.6799,0.765,0.363,1902083,0
GO:2000169,"regulation of peptidyl-cysteine S-nitrosylation",0.063%,null,null,1.748,-2.6799,0.794,0.981,1902083,1
GO:0018119,"peptidyl-cysteine S-nitrosylation",0.072%,null,null,1.806,-2.1720,0.852,0.990,1902083,1
GO:0019478,"D-amino acid catabolic process",0.011%,-5.839,-1.850,1.041,-1.5735,0.814,0.365,19478,0
GO:0017014,"protein nitrosylation",0.072%,-2.709, 3.069,1.806,-2.1720,0.863,0.367,17014,0
GO:0009914,"hormone transport",0.622%, 3.785,-0.318,2.738,-1.6218,0.848,0.371,9914,0
GO:0043538,"regulation of actin phosphorylation",0.001%,-1.798, 6.542,0.301,-1.5735,0.717,0.372,43538,0
GO:0031289,"actin phosphorylation",0.001%,null,null,0.301,-1.5735,0.765,0.939,43538,1
GO:0008104,"protein localization",4.788%, 3.127, 0.044,3.624,-1.8554,0.913,0.374,8104,0
GO:0070727,"cellular macromolecule localization",3.140%,null,null,3.440,-1.5656,0.892,0.834,8104,1
GO:0034613,"cellular protein localization",3.129%,null,null,3.439,-1.5974,0.889,0.834,8104,1
GO:0021629,"olfactory nerve structural organization",0.059%, 4.881,-5.518,1.724,-1.5735,0.909,0.376,21629,0
GO:0021627,"olfactory nerve morphogenesis",0.059%,null,null,1.724,-1.5735,0.916,0.985,21629,1
GO:0048352,"paraxial mesoderm structural organization",0.001%,null,null,0.301,-1.5735,0.926,0.742,21629,1
GO:0048338,"mesoderm structural organization",0.001%,null,null,0.301,-1.5735,0.940,0.742,21629,1
GO:0060857,"establishment of glial blood-brain barrier",0.060%, 4.057,-4.773,1.732,-1.5735,0.870,0.386,60857,0
GO:0051341,"regulation of oxidoreductase activity",0.137%,-1.181, 2.236,2.083,-1.9834,0.883,0.398,51341,0
GO:0035922,"foramen ovale closure",0.002%, 4.647,-5.245,0.477,-1.5735,0.931,0.401,35922,0
GO:0046716,"muscle cell cellular homeostasis",0.112%, 2.838,-1.077,1.996,-1.4056,0.879,0.408,46716,0
GO:0043687,"post-translational protein modification",0.259%,-3.266, 3.816,2.358,-1.7033,0.850,0.413,43687,0
GO:0033762,"response to glucagon",0.088%, 0.176,-0.518,1.892,-1.5071,0.975,0.420,33762,0
GO:0051340,"regulation of ligase activity",0.133%,-1.181, 2.224,2.072,-1.8831,0.883,0.422,51340,0
GO:0003193,"pulmonary valve formation",0.009%, 4.311,-4.960,0.954,-1.5735,0.927,0.433,3193,0
GO:0070072,"vacuolar proton-transporting V-type ATPase complex assembly",0.002%, 2.378, 6.656,0.477,-1.5735,0.879,0.435,70072,0
GO:0070070,"proton-transporting V-type ATPase complex assembly",0.002%,null,null,0.477,-1.5735,0.879,0.870,70072,1
GO:0034199,"activation of protein kinase A activity",0.019%,-4.361, 2.208,1.255,-1.4773,0.769,0.438,34199,0
GO:0003158,"endothelium development",0.229%, 3.869,-4.647,2.305,-1.3311,0.949,0.440,3158,0
GO:0009123,"nucleoside monophosphate metabolic process",5.669%,-7.323,-0.852,3.697,-1.8536,0.734,0.449,9123,0
GO:1901880,"negative regulation of protein depolymerization",0.130%, 2.558, 6.469,2.061,-1.6702,0.720,0.454,1901880,0
GO:0030835,"negative regulation of actin filament depolymerization",0.062%,null,null,1.740,-1.6486,0.695,0.939,1901880,1
GO:0030834,"regulation of actin filament depolymerization",0.079%,null,null,1.845,-1.3846,0.713,0.964,1901880,1
GO:0043242,"negative regulation of protein complex disassembly",0.136%,null,null,2.079,-1.6345,0.720,0.951,1901880,1
GO:0051693,"actin filament capping",0.044%,null,null,1.602,-1.8145,0.687,0.945,1901880,1
GO:1901879,"regulation of protein depolymerization",0.158%,null,null,2.146,-1.4132,0.744,0.966,1901880,1
GO:0030042,"actin filament depolymerization",0.090%,null,null,1.903,-1.3113,0.778,0.904,1901880,1
GO:0034629,"cellular protein complex localization",0.016%, 2.316, 0.019,1.176,-1.7476,0.921,0.460,34629,0
GO:0031081,"nuclear pore distribution",0.001%,null,null,0.301,-1.5735,0.804,0.703,34629,1
GO:0051664,"nuclear pore localization",0.001%,null,null,0.301,-1.5735,0.930,0.768,34629,1
GO:0097384,"cellular lipid biosynthetic process",0.010%,-5.723,-1.617,1.000,-2.3862,0.827,0.462,97384,0
GO:0051641,"cellular localization",6.184%, 2.548, 0.228,3.735,-1.5016,0.924,0.464,51641,0
GO:1902036,"regulation of hematopoietic stem cell differentiation",0.006%, 4.427,-4.711,0.778,-1.5735,0.843,0.479,1902036,0
GO:0042759,"long-chain fatty acid biosynthetic process",0.028%,-6.045,-1.763,1.415,-2.0035,0.797,0.489,42759,0
GO:0051131,"chaperone-mediated protein complex assembly",0.025%, 2.443, 6.778,1.362,-1.3407,0.865,0.492,51131,0
GO:0016567,"protein ubiquitination",1.323%,-3.449, 3.130,3.065,-2.3840,0.802,0.493,16567,0
GO:0051352,"negative regulation of ligase activity",0.090%,null,null,1.903,-1.8145,0.867,0.967,16567,1
GO:0032446,"protein modification by small protein conjugation",1.403%,null,null,3.091,-2.3179,0.802,0.956,16567,1
GO:0031396,"regulation of protein ubiquitination",0.335%,null,null,2.470,-1.6866,0.755,0.919,16567,1
GO:0051436,"negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle",0.076%,null,null,1.833,-1.9477,0.648,0.955,16567,1
GO:0051438,"regulation of ubiquitin-protein transferase activity",0.128%,null,null,2.053,-1.9389,0.750,0.862,16567,1
GO:0051439,"regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle",0.092%,null,null,1.914,-1.7830,0.659,0.969,16567,1
GO:0031397,"negative regulation of protein ubiquitination",0.149%,null,null,2.121,-2.2090,0.739,0.777,16567,1
GO:0051444,"negative regulation of ubiquitin-protein transferase activity",0.090%,null,null,1.903,-1.8145,0.726,0.988,16567,1
GO:0031579,"membrane raft organization",0.032%, 2.616, 6.605,1.462,-1.6461,0.887,0.496,31579,0
GO:0018198,"peptidyl-cysteine modification",0.089%,-3.000, 3.886,1.898,-2.1707,0.856,0.502,18198,0
GO:0006780,"uroporphyrinogen III biosynthetic process",0.002%,-7.352,-1.901,0.477,-1.5735,0.809,0.508,6780,0
GO:0006781,"succinyl-CoA pathway",0.001%,null,null,0.301,-1.5735,0.810,0.969,6780,1
GO:0009157,"deoxyribonucleoside monophosphate biosynthetic process",0.024%,-7.298,-1.258,1.342,-2.6799,0.771,0.509,9157,0
GO:0009177,"pyrimidine deoxyribonucleoside monophosphate biosynthetic process",0.006%,null,null,0.778,-1.5735,0.771,0.901,9157,1
GO:0006226,"dUMP biosynthetic process",0.001%,null,null,0.301,-1.5735,0.714,0.907,9157,1
GO:0006646,"phosphatidylethanolamine biosynthetic process",0.021%,-6.937,-1.235,1.279,-1.4773,0.788,0.510,6646,0
GO:0048698,"negative regulation of collateral sprouting in absence of injury",0.001%, 6.131, 1.453,0.301,-1.5735,0.748,0.510,48698,0
GO:0006996,"organelle organization",7.033%, 2.652, 6.916,3.790,-1.6821,0.811,0.512,6996,0
GO:0043086,"negative regulation of catalytic activity",1.481%,-1.225, 2.427,3.114,-1.8623,0.856,0.516,43086,0
GO:0050790,"regulation of catalytic activity",5.262%,null,null,3.665,-1.3184,0.849,0.728,43086,1
GO:0033151,"V(D)J recombination",0.049%, 0.559,-5.101,1.643,-1.4056,0.806,0.520,33151,0
GO:2000426,"negative regulation of apoptotic cell clearance",0.002%, 3.550, 5.373,0.477,-1.5735,0.773,0.531,2000426,0
GO:0061011,"hepatic duct development",0.002%, 4.493,-5.281,0.477,-1.5735,0.935,0.547,61011,0
GO:0048285,"organelle fission",1.175%, 2.672, 7.094,3.014,-3.2596,0.819,0.552,48285,0
GO:0001885,"endothelial cell development",0.125%, 4.150,-4.703,2.045,-1.4645,0.876,0.555,1885,0
GO:0008065,"establishment of blood-nerve barrier",0.065%,null,null,1.763,-1.5735,0.862,0.884,1885,1
GO:0030683,"evasion or tolerance by virus of host immune response",0.001%, 3.528, 0.378,0.301,-1.5735,0.846,0.556,30683,0
GO:0051805,"evasion or tolerance of immune response of other organism involved in symbiotic interaction",0.001%,null,null,0.301,-1.5735,0.953,1.000,30683,1
GO:0051807,"evasion or tolerance of defense response of other organism involved in symbiotic interaction",0.001%,null,null,0.301,-1.5735,0.955,0.903,30683,1
GO:0020012,"evasion or tolerance of host immune response",0.001%,null,null,0.301,-1.5735,0.953,1.000,30683,1
GO:0030682,"evasion or tolerance of host defense response",0.001%,null,null,0.301,-1.5735,0.953,1.000,30683,1
GO:0071173,"spindle assembly checkpoint",0.068%, 0.689,-1.145,1.785,-2.3307,0.810,0.559,71173,0
GO:0071174,"mitotic spindle checkpoint",0.074%,null,null,1.820,-2.2118,0.741,0.946,71173,1
GO:0031577,"spindle checkpoint",0.105%,null,null,1.968,-1.9108,0.808,0.752,71173,1
GO:0010659,"cardiac muscle cell apoptotic process",0.072%, 0.479, 0.041,1.806,-1.3407,0.914,0.562,10659,0
GO:2000142,"regulation of DNA-templated transcription, initiation",0.031%,-2.046, 6.446,1.447,-1.4056,0.688,0.572,2000142,0
GO:0046486,"glycerolipid metabolic process",0.810%,-5.614,-2.258,2.852,-1.3873,0.832,0.576,46486,0
GO:0046337,"phosphatidylethanolamine metabolic process",0.022%,-6.663,-2.199,1.301,-1.4056,0.828,0.594,46337,0
GO:0015980,"energy derivation by oxidation of organic compounds",5.874%,-5.905,-1.664,3.712,-1.4683,0.820,0.594,15980,0
GO:0045907,"positive regulation of vasoconstriction",0.092%, 4.972,-4.327,1.914,-1.4773,0.849,0.597,45907,0
GO:0003015,"heart process",0.487%,null,null,2.631,-1.3830,0.909,0.835,45907,1
GO:0055117,"regulation of cardiac muscle contraction",0.186%,null,null,2.215,-1.5025,0.876,0.912,45907,1
GO:0086053,"AV node cell to bundle of His cell communication by electrical coupling",0.001%,null,null,0.301,-1.5735,0.871,0.799,45907,1
GO:0086064,"cell communication by electrical coupling involved in cardiac conduction",0.022%,null,null,1.301,-1.4773,0.849,0.770,45907,1
GO:0060047,"heart contraction",0.483%,null,null,2.628,-1.3830,0.906,0.723,45907,1
GO:0090257,"regulation of muscle system process",0.464%,null,null,2.611,-1.3460,0.878,0.732,45907,1
GO:0006942,"regulation of striated muscle contraction",0.206%,null,null,2.260,-1.3851,0.883,0.822,45907,1
GO:0006892,"post-Golgi vesicle-mediated transport",0.138%, 3.615, 0.349,2.086,-1.8292,0.893,0.599,6892,0
GO:0006888,"ER to Golgi vesicle-mediated transport",0.221%,null,null,2.290,-1.6702,0.889,0.828,6892,1
