term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0035794,"positive regulation of mitochondrial membrane permeability",0.099%,null,null,1.944,-1.8225,0.754,0.829,1901030,1
GO:1901028,"regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",0.048%,null,null,1.633,-1.5311,0.661,0.974,1901030,1
GO:0090200,"positive regulation of release of cytochrome c from mitochondria",0.039%,null,null,1.544,-1.3207,0.696,0.875,1901030,1
GO:0090199,"regulation of release of cytochrome c from mitochondria",0.068%,null,null,1.785,-1.5751,0.697,0.909,1901030,1
GO:0010822,"positive regulation of mitochondrion organization",0.082%,null,null,1.863,-1.5867,0.750,0.803,1901030,1
GO:0010823,"negative regulation of mitochondrion organization",0.043%,null,null,1.591,-1.5370,0.747,0.881,1901030,1
GO:0090140,"regulation of mitochondrial fission",0.015%,null,null,1.146,-1.7562,0.736,0.863,1901030,1
GO:0090141,"positive regulation of mitochondrial fission",0.010%,null,null,1.000,-2.1337,0.726,0.773,1901030,1
GO:0097032,"mitochondrial respiratory chain complex II biogenesis",0.001%,-1.221,-4.153,0.301,-1.4448,0.932,0.302,97032,0
GO:0010467,"gene expression",15.379%, 4.029, 4.506,4.130,-2.6757,0.815,0.304,10467,0
GO:0071393,"cellular response to progesterone stimulus",0.002%, 0.754,-5.058,0.477,-1.4448,0.909,0.306,71393,0
GO:0021570,"rhombomere 4 development",0.005%,-5.908, 2.954,0.699,-1.4448,0.917,0.308,21570,0
GO:0060322,"head development",0.238%,-5.299, 2.788,2.322,-1.7799,0.914,0.310,60322,0
GO:0032471,"negative regulation of endoplasmic reticulum calcium ion concentration",0.021%,-0.624, 0.093,1.279,-1.6205,0.875,0.313,32471,0
GO:0046092,"deoxycytidine metabolic process",0.002%, 2.458, 4.484,0.477,-1.4448,0.818,0.316,46092,0
GO:0046293,"formaldehyde biosynthetic process",0.001%, 2.200, 3.443,0.301,-1.4448,0.838,0.322,46293,0
GO:0007568,"aging",0.730%,-5.470, 2.890,2.808,-1.6234,0.911,0.324,7568,0
GO:0009791,"post-embryonic development",0.281%,-5.795, 2.923,2.394,-1.3799,0.908,0.329,9791,0
GO:0060021,"palate development",0.311%,-5.626, 2.903,2.438,-1.3597,0.924,0.331,60021,0
GO:0018400,"peptidyl-proline hydroxylation to 3-hydroxy-L-proline",0.003%, 3.405, 4.315,0.602,-1.4448,0.805,0.333,18400,0
GO:0048102,"autophagic cell death",0.011%,-0.830,-1.547,1.041,-1.9219,0.900,0.335,48102,0
GO:0051595,"response to methylglyoxal",0.008%,-0.115,-2.611,0.903,-1.4448,0.955,0.336,51595,0
GO:0031099,"regeneration",0.350%,-5.291, 2.773,2.489,-1.3303,0.911,0.336,31099,0
GO:0032350,"regulation of hormone metabolic process",0.067%, 3.735, 0.553,1.778,-1.6003,0.809,0.339,32350,0
GO:0048597,"post-embryonic camera-type eye morphogenesis",0.010%,-6.354, 3.188,1.000,-2.1337,0.891,0.341,48597,0
GO:0048050,"post-embryonic eye morphogenesis",0.010%,null,null,1.000,-2.1337,0.891,0.952,48597,1
GO:0048563,"post-embryonic organ morphogenesis",0.016%,null,null,1.176,-1.7562,0.893,0.915,48597,1
GO:0048593,"camera-type eye morphogenesis",0.270%,null,null,2.377,-1.7286,0.879,0.748,48597,1
GO:0031077,"post-embryonic camera-type eye development",0.023%,null,null,1.322,-1.5058,0.894,0.920,48597,1
GO:0006979,"response to oxidative stress",0.874%,-0.708,-1.127,2.885,-2.0799,0.958,0.344,6979,0
GO:0035270,"endocrine system development",0.434%,-5.945, 2.979,2.582,-1.3063,0.901,0.344,35270,0
GO:0043043,"peptide biosynthetic process",0.071%, 3.765, 5.100,1.799,-1.4779,0.796,0.346,43043,0
GO:0007005,"mitochondrion organization",0.649%,-1.095,-4.568,2.757,-2.4449,0.862,0.347,7005,0
GO:1900103,"positive regulation of endoplasmic reticulum unfolded protein response",0.005%, 2.144,-6.224,0.699,-1.9219,0.807,0.348,1900103,0
GO:0034696,"response to prostaglandin F",0.002%,-0.252,-2.730,0.477,-1.4448,0.957,0.353,34696,0
GO:0007290,"spermatid nucleus elongation",0.014%,-6.113,-0.741,1.114,-1.4448,0.810,0.354,7290,0
GO:1902262,"apoptotic process involved in patterning of blood vessels",0.018%,-6.218, 1.531,1.230,-1.9219,0.824,0.355,1902262,0
GO:0046483,"heterocycle metabolic process",24.799%, 3.429, 5.160,4.338,-2.1599,0.814,0.359,46483,0
GO:0009162,"deoxyribonucleoside monophosphate metabolic process",0.028%, 3.492, 4.751,1.415,-1.7562,0.790,0.362,9162,0
GO:0035526,"retrograde transport, plasma membrane to Golgi",0.003%,-1.418,-0.760,0.602,-1.4448,0.944,0.369,35526,0
GO:0007172,"signal complex assembly",0.030%, 1.219,-6.791,1.431,-1.6205,0.771,0.373,7172,0
GO:0031163,"metallo-sulfur cluster assembly",0.047%,-1.134,-4.479,1.623,-2.2140,0.919,0.384,31163,0
GO:0040037,"negative regulation of fibroblast growth factor receptor signaling pathway",0.035%, 2.113,-5.424,1.505,-2.3401,0.773,0.385,40037,0
GO:0040036,"regulation of fibroblast growth factor receptor signaling pathway",0.070%,null,null,1.792,-1.4779,0.791,0.742,40037,1
GO:0001964,"startle response",0.066%,-5.465, 2.094,1.771,-1.3203,0.918,0.390,1964,0
GO:0060253,"negative regulation of glial cell proliferation",0.023%,-5.062, 1.745,1.322,-1.7562,0.778,0.394,60253,0
GO:0006029,"proteoglycan metabolic process",0.173%, 3.701, 3.646,2.185,-2.2636,0.790,0.403,6029,0
GO:0070231,"T cell apoptotic process",0.136%,-0.762,-1.568,2.079,-1.6211,0.882,0.404,70231,0
GO:0019464,"glycine decarboxylation via glycine cleavage system",0.006%, 2.508, 3.985,0.778,-1.4448,0.785,0.407,19464,0
GO:0031268,"pseudopodium organization",0.025%,-1.849,-4.737,1.362,-1.4069,0.874,0.414,31268,0
GO:0044725,"chromatin reprogramming in the zygote",0.003%,-1.297, 5.922,0.602,-1.4448,0.746,0.415,44725,0
GO:0044727,"DNA demethylation of male pronucleus",0.002%,null,null,0.477,-1.4448,0.752,0.876,44725,1
GO:0031214,"biomineral tissue development",0.252%,-5.879, 2.925,2.346,-1.3799,0.897,0.416,31214,0
GO:0065005,"protein-lipid complex assembly",0.026%,-1.293,-4.778,1.380,-1.4069,0.915,0.416,65005,0
GO:0060988,"lipid tube assembly",0.002%,null,null,0.477,-1.4448,0.923,0.791,65005,1
GO:0006139,"nucleobase-containing compound metabolic process",24.258%, 4.863, 5.665,4.328,-2.5482,0.700,0.417,6139,0
GO:0002230,"positive regulation of defense response to virus by host",0.021%,-1.116,-1.998,1.279,-1.5058,0.902,0.417,2230,0
GO:0051928,"positive regulation of calcium ion transport",0.122%,-0.411,-1.680,2.033,-1.3350,0.883,0.417,51928,0
GO:1902389,"ceramide 1-phosphate transport",0.001%,-1.037,-0.418,0.301,-1.4448,0.957,0.418,1902389,0
GO:0042391,"regulation of membrane potential",1.008%,-0.384, 0.001,2.947,-1.5977,0.890,0.419,42391,0
GO:1990144,"intrinsic apoptotic signaling pathway in response to hypoxia",0.001%, 1.024,-5.024,0.301,-1.4448,0.807,0.421,1990144,0
GO:0035966,"response to topologically incorrect protein",0.209%,-1.242,-3.588,2.265,-1.4843,0.940,0.421,35966,0
GO:0051174,"regulation of phosphorus metabolic process",4.788%, 5.402, 0.263,3.624,-1.5786,0.654,0.421,51174,0
GO:1900477,"negative regulation of G1/S transition of mitotic cell cycle by negative regulation of transcription from RNA polymerase II promoter",0.001%, 5.047, 2.630,0.301,-1.4448,0.762,0.422,1900477,0
GO:1901675,"negative regulation of histone H3-K27 acetylation",0.001%, 3.762,-2.488,0.301,-1.4448,0.714,0.422,1901675,0
GO:0060806,"negative regulation of cell differentiation involved in embryonic placenta development",0.001%,-5.032, 2.208,0.301,-1.4448,0.808,0.424,60806,0
GO:0010171,"body morphogenesis",0.222%,-6.391, 3.144,2.292,-2.0575,0.904,0.426,10171,0
GO:0071726,"cellular response to diacyl bacterial lipopeptide",0.002%,-0.132,-5.097,0.477,-1.4448,0.905,0.429,71726,0
GO:0033683,"nucleotide-excision repair, DNA incision",0.009%, 3.419, 0.124,0.954,-1.7562,0.794,0.442,33683,0
GO:0031146,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",0.027%, 2.772, 2.283,1.398,-1.4069,0.796,0.445,31146,0
GO:0002260,"lymphocyte homeostasis",0.164%,-0.594, 0.055,2.161,-1.5311,0.896,0.446,2260,0
GO:0030177,"positive regulation of Wnt signaling pathway",0.177%, 2.888,-5.495,2.193,-1.7286,0.778,0.449,30177,0
GO:0090263,"positive regulation of canonical Wnt signaling pathway",0.120%,null,null,2.025,-1.7799,0.784,0.813,30177,1
GO:0032862,"activation of Rho GTPase activity",0.050%, 6.105, 0.003,1.653,-1.7409,0.582,0.449,32862,0
GO:0007250,"activation of NF-kappaB-inducing kinase activity",0.054%, 5.550,-2.309,1.681,-2.7878,0.647,0.451,7250,0
GO:1901222,"regulation of NIK/NF-kappaB signaling",0.067%,null,null,1.778,-2.6757,0.806,0.961,7250,1
GO:0010646,"regulation of cell communication",6.570%, 3.720,-4.641,3.761,-1.6507,0.768,0.452,10646,0
GO:0023051,"regulation of signaling",6.570%, 2.684,-4.811,3.761,-1.6619,0.859,0.456,23051,0
GO:0006366,"transcription from RNA polymerase II promoter",3.963%, 5.510, 5.383,3.541,-1.3083,0.698,0.457,6366,0
GO:0034552,"respiratory chain complex II assembly",0.001%,-0.991,-4.256,0.301,-1.4448,0.927,0.461,34552,0
GO:0038061,"NIK/NF-kappaB signaling",0.080%, 2.291,-4.626,1.851,-2.3840,0.824,0.468,38061,0
GO:0051130,"positive regulation of cellular component organization",1.698%, 0.023,-4.615,3.173,-2.2403,0.823,0.473,51130,0
GO:0009893,"positive regulation of metabolic process",5.415%, 4.862, 0.237,3.677,-1.8713,0.743,0.477,9893,0
GO:0060065,"uterus development",0.042%,-6.092, 3.027,1.580,-1.4069,0.905,0.480,60065,0
GO:0031274,"positive regulation of pseudopodium assembly",0.014%, 0.791,-6.072,1.114,-1.7562,0.787,0.483,31274,0
GO:0031272,"regulation of pseudopodium assembly",0.015%,null,null,1.146,-1.6205,0.803,0.966,31274,1
GO:0031269,"pseudopodium assembly",0.024%,null,null,1.342,-1.5058,0.860,0.962,31274,1
GO:0034553,"mitochondrial respiratory chain complex II assembly",0.001%,-0.948,-4.469,0.301,-1.4448,0.865,0.487,34553,0
GO:0070159,"mitochondrial threonyl-tRNA aminoacylation",0.001%, 4.755, 1.474,0.301,-1.4448,0.724,0.487,70159,0
GO:2001268,"negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway",0.003%, 5.009,-3.113,0.602,-1.4448,0.714,0.497,2001268,0
GO:0051128,"regulation of cellular component organization",3.835%,-0.338,-4.323,3.527,-1.7873,0.842,0.499,51128,0
GO:0071260,"cellular response to mechanical stimulus",0.133%, 0.035,-5.093,2.072,-1.5867,0.882,0.499,71260,0
GO:0034644,"cellular response to UV",0.119%,null,null,2.021,-1.4089,0.885,0.805,71260,1
GO:0060876,"semicircular canal formation",0.005%,-5.526, 2.852,0.699,-1.4448,0.899,0.501,60876,0
GO:0031133,"regulation of axon diameter",0.006%,-5.042,-0.794,0.778,-1.4448,0.748,0.502,31133,0
GO:2000278,"regulation of DNA biosynthetic process",0.060%, 6.452, 3.162,1.732,-1.3203,0.725,0.505,2000278,0
GO:0051336,"regulation of hydrolase activity",3.070%, 4.823, 0.900,3.431,-2.0975,0.728,0.506,51336,0
GO:0050790,"regulation of catalytic activity",5.262%,null,null,3.665,-1.6828,0.713,0.841,51336,1
GO:0043085,"positive regulation of catalytic activity",3.352%,null,null,3.469,-1.7883,0.721,0.811,51336,1
GO:0051345,"positive regulation of hydrolase activity",2.284%,null,null,3.302,-1.5327,0.728,0.873,51336,1
GO:0044093,"positive regulation of molecular function",3.848%,null,null,3.529,-1.8315,0.857,0.773,51336,1
GO:0007634,"optokinetic behavior",0.001%,-4.568, 1.645,0.301,-1.4448,0.921,0.510,7634,0
GO:0021993,"initiation of neural tube closure",0.006%,-5.868, 2.954,0.778,-1.4448,0.904,0.513,21993,0
GO:0042127,"regulation of cell proliferation",3.148%, 2.868,-3.663,3.442,-1.5077,0.822,0.518,42127,0
GO:0006270,"DNA replication initiation",0.088%, 4.615, 5.854,1.892,-1.6003,0.799,0.520,6270,0
GO:0044260,"cellular macromolecule metabolic process",25.627%, 5.193, 5.259,4.352,-1.7462,0.761,0.524,44260,0
GO:0035659,"Wnt signaling pathway involved in wound healing, spreading of epidermal cells",0.001%,-4.853,-1.101,0.301,-1.4448,0.786,0.529,35659,0
GO:0036123,"histone H3-K9 dimethylation",0.013%, 1.926,-1.822,1.079,-1.4448,0.776,0.532,36123,0
GO:0042059,"negative regulation of epidermal growth factor receptor signaling pathway",0.071%, 2.726,-5.838,1.799,-2.0074,0.778,0.535,42059,0
GO:1901185,"negative regulation of ERBB signaling pathway",0.076%,null,null,1.833,-1.9586,0.777,0.905,42059,1
GO:0019220,"regulation of phosphate metabolic process",4.763%, 6.226, 0.277,3.621,-1.6651,0.637,0.547,19220,0
GO:0006140,"regulation of nucleotide metabolic process",2.113%,null,null,3.268,-1.3348,0.580,0.839,19220,1
GO:0060536,"cartilage morphogenesis",0.136%,-6.504, 3.177,2.079,-1.6205,0.888,0.547,60536,0
GO:0045862,"positive regulation of proteolysis",0.158%, 6.508, 0.032,2.146,-2.5406,0.706,0.550,45862,0
GO:0010950,"positive regulation of endopeptidase activity",0.231%,null,null,2.310,-1.5896,0.725,0.877,45862,1
GO:0052547,"regulation of peptidase activity",0.782%,null,null,2.837,-1.7342,0.700,0.929,45862,1
GO:0052548,"regulation of endopeptidase activity",0.736%,null,null,2.811,-1.8170,0.701,0.798,45862,1
GO:0010952,"positive regulation of peptidase activity",0.260%,null,null,2.360,-1.5217,0.725,0.886,45862,1
GO:0010954,"positive regulation of protein processing",0.181%,null,null,2.204,-2.3478,0.747,0.988,45862,1
GO:0097202,"activation of cysteine-type endopeptidase activity",0.163%,null,null,2.158,-1.3303,0.728,0.965,45862,1
GO:0006919,"activation of cysteine-type endopeptidase activity involved in apoptotic process",0.157%,null,null,2.143,-1.4584,0.669,0.948,45862,1
GO:0030510,"regulation of BMP signaling pathway",0.248%, 5.941,-0.119,2.340,-1.5311,0.640,0.552,30510,0
GO:0045806,"negative regulation of endocytosis",0.080%, 0.318,-4.771,1.851,-2.0742,0.761,0.559,45806,0
GO:0050765,"negative regulation of phagocytosis",0.025%,null,null,1.362,-1.7562,0.776,0.727,45806,1
GO:0060068,"vagina development",0.051%,-6.122, 3.043,1.663,-1.3203,0.904,0.573,60068,0
GO:0006897,"endocytosis",1.430%,-1.589,-0.733,3.099,-1.3782,0.954,0.581,6897,0
GO:0043487,"regulation of RNA stability",0.093%, 4.453, 1.673,1.919,-1.4888,0.765,0.582,43487,0
GO:0061400,"positive regulation of transcription from RNA polymerase II promoter in response to calcium ion",0.011%, 6.311,-1.295,1.041,-1.4448,0.708,0.591,61400,0
GO:0045837,"negative regulation of membrane potential",0.023%,-1.035, 0.332,1.322,-1.5058,0.909,0.593,45837,0
GO:0009118,"regulation of nucleoside metabolic process",1.901%, 6.075, 2.530,3.222,-1.6859,0.583,0.597,9118,0
GO:0051098,"regulation of binding",0.553%, 0.974, 0.078,2.687,-1.3933,0.882,0.600,51098,0
GO:0051900,"regulation of mitochondrial depolarization",0.028%, 1.086,-1.555,1.415,-2.8416,0.841,0.602,51900,0
GO:0051882,"mitochondrial depolarization",0.031%,null,null,1.447,-2.8416,0.903,0.856,51900,1
GO:0051902,"negative regulation of mitochondrial depolarization",0.006%,null,null,0.778,-1.4448,0.830,0.901,51900,1
GO:0003254,"regulation of membrane depolarization",0.058%,null,null,1.716,-1.6680,0.836,0.748,51900,1
GO:0016070,"RNA metabolic process",12.843%, 5.456, 5.462,4.052,-1.8459,0.690,0.605,16070,0
GO:0019219,"regulation of nucleobase-containing compound metabolic process",12.840%, 6.292, 1.908,4.052,-3.7212,0.573,0.612,19219,0
GO:0080090,"regulation of primary metabolic process",15.914%,null,null,4.145,-2.9136,0.687,0.771,19219,1
GO:0031323,"regulation of cellular metabolic process",15.735%,null,null,4.140,-3.6576,0.642,0.729,19219,1
GO:0031326,"regulation of cellular biosynthetic process",11.466%,null,null,4.003,-1.9776,0.611,0.869,19219,1
GO:0051252,"regulation of RNA metabolic process",10.497%,null,null,3.964,-2.1349,0.566,0.822,19219,1
GO:2001141,"regulation of RNA biosynthetic process",10.349%,null,null,3.958,-2.0757,0.547,0.886,19219,1
GO:0006355,"regulation of transcription, DNA-templated",10.156%,null,null,3.950,-2.2233,0.546,0.816,19219,1
GO:0006351,"transcription, DNA-templated",10.635%,null,null,3.970,-1.6400,0.654,0.870,19219,1
GO:0010556,"regulation of macromolecule biosynthetic process",11.160%,null,null,3.991,-1.9547,0.638,0.876,19219,1
